Denominação,Outro nome,NIF,Doc ID,Capital Social,Número de Acções/Quotas,Valor Nominal,Natureza,Objecto,CAE,CAE Secundário 1,CAE Secundário 2,CAE Secundário 3,Facto,Data do facto (publicação),Valor do Facto,Modalidade e forma de subscrição:,,Categorias,Ordinárias,Categoria A,Categoria B,Categoria C,Classe A1,Classe B1,Preferenciais,Classe D,Classe E,Classe F,Classe G,Classe H,Classe I,Classe J,Classe K,Classe L,Acções preferenciais sem voto,Classe Promotor,Emissão de Valores Mobiliarios (Montante),Valores Mobiliários Valor nominal/Preço de Exercício,Activo Subjacente,N.º de Valores a emitir
"ZUVI NOVA, S.A.",,508993970,6,89720,89720,1,nominativa,"Prestação de serviços e assistência a quaisquer organizações comerciais, industriais ou particulares, nomeadamente através de plataformas tecnológicas e do fornecimento de informações referentes à dinâmica transacional de mercado e à situação comercial e financeira de quaisquer organizações comerciais, industriais ou particulares, formação profissional, realização de eventos e consultoria de gestão.",,,,,Alteração,21/09/2012,0,,,N,,,,,,,,,,,,,,,,,,,,,,
"ZUVI NOVA, S.A.",,508993970,7,120838,120838,1,,,,,,,Aumento,03/04/2013,31118,"Realizado em dinheiro, subscrito quanto a 3.306,00 pelo sócio Busy Angels SCR, SA e subscrito quanto a 27.812 pela admissão de 8 novos accionistas.",,N,,,,,,,,,,,,,,,,,,,,,,
"ZUVI NOVA, S.A.",,508993970,9,126168,126168,1,,,,,,,Aumento,13/05/2014,5330,"dinheiro, mediante a emissão de 5.330 novas ações com o valor nominal de 1,00 Euro, cada uma.",,N,,,,,,,,,,,,,,,,,,,,,,
"ZUVI NOVA, S.A.",,508993970,10,146901.63,14690163,0.01,,,,,,,Aumento e Alteração,12/06/2014,20733.63,Montante realizado: 18241.46 euros; Modalidade e forma de subscrição: numerário,,N,,,,,,,,,,,,,,,,,,,,,,
"ZUVI NOVA, S.A.",,508993970,11,164530.07,16453007,0.01,,,,,,,Aumento,17/04/2015,17628.44,em numerário,,N,,,,,,,,,,,,,,,,,,,,,,
"GLOBAL ACTIVE, GESTÃO DE PARTICIPAÇÕES SOCIAIS, SGPS S.A.",,507300114,1,66660,66660,1,nominativas,,64202 - Actividades das sociedades gestoras de participações sociais não financeiras,,,,Aumento e Alteração,14/03/2006,16660," em dinheiro, subscrito por uma única accionista.",,Y,50000,16660,,,,,,,,,,,,,,,,,,,,
"GLOBAL ACTIVE, GESTÃO DE PARTICIPAÇÕES SOCIAIS, SGPS S.A.",,507300114,2,33330,66660,0.5,,,,,,,Redução e alteração,16/05/2008,33330,"cobertura de prejuízos. a redução de capital ora registada fica condicionada à efecticação do aumento de capital para montante igual ou superior a 50 000,00 euros, a realizar no prazo de 60 dias contados da data da deliberação que lhe serviu de base (30.04.2008)",,,,,,,,,,,,,,,,,,,,,,,,
"GLOBAL ACTIVE, GESTÃO DE PARTICIPAÇÕES SOCIAIS, SGPS S.A.",,507300114,3,50000,100000,0.5,,,,,,,Aumento e Alteração,23/07/2008,16670,"incorporação de reservas, mediante a emissão de 33.340 novas acções com o valor nominal de 0,50 Euros, cada uma.",,Y,65000,35000,,,,,,,,,,,,,,,,,,,,
"GLOBAL ACTIVE, GESTÃO DE PARTICIPAÇÕES SOCIAIS, SGPS S.A.",,507300114,4,58729.5,117459,0.5,nominativas,,,,,,Aumento e Alteração,04/12/2008,8729.5,"em dinheiro, subscrito pelo accionista",,Y,65000,35000,17459,,,,,,,,,,,,,,,,,,,
"ADFAMILIES PUBLICIDADE, S.A.",boomApp,510401198,1,5000,3,2700; 1150; 1150,quotas,"Plataforma de publicidade online, gestão de campanhas de publicidade online através de plataforma de anúncios.",73110 - Agências de publicidade,,,,Constituição,15/10/2012,5000,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"ADFAMILIES PUBLICIDADE, S.A.",,510401198,2,5000,6,2200; 900; 850; 50; 1000; 1000,quotas,,,,,,Alteração,18/12/2012,0,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"ADFAMILIES PUBLICIDADE, S.A.",,510401198,4,5000,7,1050; 650; 600; 50; 1000; 1000; 650,quotas,,,,,,Alteração,20/01/2014,0,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"ADFAMILIES PUBLICIDADE, S.A.",,510401198,5,149362.25,14936225,0.01,nominativas,,,,,,Aumento e Alteração,10/04/2015,144362.25,"11.916,00 Euros por conversão de suprimentos dos sócios João Carlos Torres Vieira da Maia Jorge com 3.880,00 Euros, Nuno Miguel Banheiro Moutinho com 2.512,00 Euros, Frederico Rafael Luis Batista com 2.762,00 Euros e Paulo Manuel Pires Fitas com 2.762,00 Euros; 125.721,05 Euros por conversão de prestações suplementares dos sócios João carlos Torres Vieira da Maia Jorge com 16.707,55 Euros,Pedro Manuel Paes de Vasconcellos e Silva com 62.000,00 Euros, Maria Mascarenhas Cabral Bernardo de Sousa Portela e Jorge Nuno Pais de Vasconcelos Portela com 6.600,00 Euros em partes iguais, Nuno Miguel Banheiro Moutinho com 13.194,50 Euros, Frederico Rafael Luis Batista com 13.444,50 Euros, Paulo Manuel Pires Fitas com 13.444,50 Euros e David Manuel Natário Coelho com 330,00 Euros e 6.725,20 Euros em, dinheiro pelos novos sócios, Additional Generation Unipessoal, Lda com 358,68 Euros, Telmo Ribeiro Valido com 215,21 Euros, Pedro Carvalho Ribeiro Trinité Rosa com 71,73 Euros, Bernardo da Costa de Seabra de Vilhena Leal com 71,73 Euros e Fundo de Capital de Risco Portugal Ventures Valor 2 com 6.007,85 Euros",,Y,14263705,672520,,,,,,,,,,,,,,,,,,,,
"ADFAMILIES PUBLICIDADE, S.A.",,510401198,7,149362.25,14936225,0.01,nominativas,"actividades de programação informática. A Sociedade exerce ainda actividades publicitárias e de gestão de campanhas de publicidade, designadamente através de meios informáticos/online.",,,,,Alteração,06/05/2015,0,,,,,,,,,,,,,,,,,,,,,,,,,
"ADFAMILIES PUBLICIDADE, S.A.",,510401198,8,156087.45,15608745,0.01,,,,,,,Aumento,26/04/2016,6725.2,Realizado em dinheiro e subscrito por alguns acionistas.,,Y,14263705,1345040,,,,,,,,,,,,,,,,,,,,
"ADFAMILIES PUBLICIDADE, S.A.",,510401198,9,169537.84,16953784,0.01,,,,,,,Aumento,21/06/2016,13450.39,"em dinheiro por alguns acionistas, mediante a emissão de 1.345.039 novas ações de categoria A, com o valo nominal de 0,01 Euros",,Y,14263705,2690079,,,,,,,,,,,,,,,,,,,,
"AMANHÃ GLOBAL, S.A.",,510824625,1,2500,2,1500; 1000,quotas,Comércio por grosso e transporte de peças e acessórios para veículos automóveis.,62090 - Outras actividades relacionadas com as tecnologias da informação e informática,62010 - Actividades de programação informática,62030 - Gestão e exploração de equipamento informático,,Constituição,07/10/2013,2500,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"AMANHÃ GLOBAL, S.A.",BParts,510824625,2,2500,2,1500; 1000,quotas,"Comércio por grosso e transporte de peças e acessórios para veículos automóveis; intermediação e venda de peças para veículos automóveis; programação de sistemas, aplicações, bases de dados e páginas web; consultoria em equipamento, programas informáticos e outras tecnologias de informação; fornecimento de gestão local e exploração de sistemas de computadores e/ou equipamento de processamento de dados do cliente.",,,,,Alteração,25/11/2013,0,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"AMANHÃ GLOBAL, S.A.",,510824625,3,50000,5000000,0.01,nominativas,,,,,,Aumento e Alteração,17/07/2014,47500,"realizado quanto a 25 000,00 euros em espécie e quanto a 22 500,00 euros em dinheiro subscrito pelo sócio António Luis Passos de Sousa Vieira quanto a 21 877,27 euros, e pelos novos sócios Pedro Moreira Torres, Indexingnition­ Investimentos e Consultoria, Lda e Fundo de Capital de Risco Portugal Ventures Early Stage quanto a 14 584,83 euros, 3 396,28 euros e 7 641,62 euros respectivamente",,Y,3896210,1103790,,,,,,,,,,,,,,,,,,,,
"AMANHÃ GLOBAL, S.A.",,510824625,5,508830.32,50883032,0.01,,,,,,,Aumento,03/07/2015,8830.32,em dinheiro,,Y,3896210,1986822,,,,,,,,,,,,,,,,,,,,
"AMANHÃ GLOBAL, S.A.",,510824625,6,67660.61,6766061,0.01,,,,,,,Aumento,18/12/2015,8830.29,"em dinheiro, mediante a emissão de 883.029 novas acções de categoria A, com o valor nominal de 0,01",,Y,3896210,2869851,,,,,,,,,,,,,,,,,,,,
"BYCLOSURE, S.A.",Easy Easy Apps,508717400,1,5100,3,2700; 2700; 2700;,quotas,"Consultoria informática, manutenção, assistência técnica, comercialização de produtos e equipamentos, prestação de serviços na referida área. Desenvolvimento de aplicações e formação. Organização de eventos. Comércio de material informático. Consultoria em gestão de investimentos e representações.",62020 - Actividades de consultoria em informática,,,,Constituição,03/09/2008,5100,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"BYCLOSURE, S.A.",,508717400,4,5100,2,3825; 1275,quotas,,,,,,Alteração,01/10/2012,0,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"BYCLOSURE, S.A.",,508717400,5,50000,5000000,0.01,nominativas,,,,,,Aumento e Alteração,23/04/2015,44900,"por incorporação de prestações suplementares quanto a 35.000,00 Euros pelos atuais sócios com 17,500,00 Euros cada um, por incorporação de reservas quanto a 5.159,79 Euros e em dinheiro quanto a 4.740,21 Euros pelos novos sócios Paulo Carvalhão Duarte Andrade e Silva, nif 252315502, solteiro, maior, Rua Fernando Namora, 38, Bloco A, 8o Fte., Lisboa com 1,00 Euro, Maria João Dias Amado Carvalhão Duarte, nif 133291235, solteira, maior, residente na morada anterior com 1,00 Euro e Fundo de Capital de Risco Portugal Ventures Valor 2, nipc 702003679, gerido pela sociedade, Portugal Capital Ventures ­ Sociedade de Capital de Risco, S.A, nipc 502206128, Av. Dr. Antunes Guimarães, 103, Porto com 4.738,21 Euros",,Y,4526179,473821,,,,,,,,,,,,,,,,,,,,
"BYCLOSURE, S.A.",,508717400,6,55922.77,5592277,0.01,,,,,,,Aumento,14/10/2015,5922.77,em dinheiro por um dos acionistas,,Y,4526179,1066098,,,,,,,,,,,,,,,,,,,,
"BYCLOSURE, S.A.",,508717400,7,63030.09,6303009,0.01,,,,,,,Aumento,11/03/2016,7107.32,numerário,,Y,4526179,1776830,,,,,,,,,,,,,,,,,,,,
"WEBANKOR, S.A.",eSolidar,510060625,1,10000,5,7400; 500; 300; 300; 1500,quotas,Concepção e desenvolvimento de sistemas de tecnologias de informação e comunicação. Atividades de programação informática,62010 - Actividades de programação informática,,,,Constituição,30/01/2012,10000,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"WEBANKOR, S.A.",,510060625,2,28000,8,18480; 1400; 840; 840; 4200; 1400; 560; 280,quotas,,,,,,Aumento e Alteração,12/08/2013,18000,"Subscrito em dinheiro pelos sócios Marco Paulo da Silva Barbosa no valor de 20.720,00 ; Diogo Pires de Azevedo no valor de 1.400,00 ; Ângelo Miguel Belchior Tomé Pilão no valor de 840,00 ; João André Aresta Bento no valor de 840,00 e Sétima ­ Tecnologias da Informação e Comunicação Lda, no valor de 4.200,00",,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"WEBANKOR, S.A.",,510060625,3,31112,9,18480; 1400; 840; 840; 4200; 1400; 560; 280; 3112,quotas,,,,,,Aumento e Alteração,04/03/2014,3112,"Subscrita em numerário pela sociedade anónima PNV CAPITAL, SGPS; S.A.",,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"WEBANKOR, S.A.",,510060625,4,34223,9,18480; 1400; 840; 840; 4200; 1400; 560; 280; 6223,quotas,,,,,,Aumento,02/07/2014,3111,"Em numerário, subscrito pela sócia PNV CAPITAL, SGPS, S.A., para reforço da sua quota.",,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"WEBANKOR, S.A.",,510060625,5,162483.76,16248376,0.01,nominativas,,,,,,Aumento e Alteração,07/05/2015,128260.76,"Incorporação de reservas quanto a 93.778,00 Euros e em dinheiro quanto a 34.482,76 Euros pela nova sócia FCR Early Stage gerida por Portugal Capital Ventures ­ Sociedade de Capital de Risco, S.A",,Y,12800100,3448276,,,,,,,,,,,,,,,,,,,,
"BRIGHTWIZARD, S.A",Landing.jobs,510800467,1,1100,1,1100,quotas,consultoria e programação informática e actividades relacionadas,62010 - Actividades de programação informática,62090 - Outras actividades relacionadas com as tecnologias da informação e informática,,,Constituição,11/09/2013,1100,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"BRIGHTWIZARD, S.A",,510800467,2,50000,1,50000,quotas,,,,,,Aumento,19/01/2015,48900,Realizado em dinheiro pela sócia.,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"BRIGHTWIZARD, S.A",,510800467,3,58724.38,5872438,0.01,"nominativas, tituladas ou escriturais",,,,,,Aumento e Alteração,20/02/2015,8724.38,"numerário, subscrito quanto a 1,00 euro por cada um dos novos sócios, José Hermenegildo Vicente Paiva, c.c. Hélia Maria Soares Florindo da Conceição Paiva, na c. de adquiridos, Rua Dr. Vasco Moniz, no 9, 7o A ­ 2600­273 Vila Franca de Xira ­ NIF 1822326713, Tiago Filipe Moreiras, solteiro, maior, Estrada de Moscavide, no 45, 2o esqo ­ 1800­277 Lisboa ­ NIF 244927847 e Pedro Maria Vasconcelos de Albergaria Pinheiro Moreira, solteiro, maior, Praceta dos Plátanos, 126, r/c frente ­ 2775­264 Parede ­ NIF 212684540 e quanto a 8.721,38 euros pelo novo sócio, Fundo de Capital de Risco Portugal Ventures Global 2 ­NIPC 72000366, gerido por Portugal Capital Ventures ­ Sociedade de Capital de Risco, S.A., Avenida Dr. Antunes Guimarães, no 103, Porto",,Y,5000000,872138,,,,,,,,,,,,,,,,,,,,
"BRIGHTWIZARD, S.A",,510800467,4,58724.38,6453863,0.01,,,,,,,Aumento,19/02/2016,5814.25,"dinheiro, mediante a emissão de 581.425 novas ações de categoria A.",,Y,5000000,1453563,,,,,,,,,,,,,,,,,,,,
"BRIGHTWIZARD, S.A",,510800467,5,71806.45,7180645,0.01,,,,,,,Aumento e Alteração,22/06/2016,7267.82,"dinheiro, mediante a emissão de 726.782 novas ações de categoria A.",,Y,5000000,2180345,,,,,,,,,,,,,,,,,,,,
"BABYBOOK, S.A.",MyChild,509822070,1,1000,2,750; 250,quotas,"Concepção, desenvolvimento, implementação, formação, manutenção, alojamento e suporte de aplicações informáticas e sistemas de informação, com especial ênfase no domínio da educação. Consultoria e programação informática e actividades relacionadas. Gestão e exploração de equipamentos informáticos, Actividades de processamento de dados, domiciliação de informação e actividades relacionadas. Outras actividades de serviços de informação, n.e., Portais web",62010 - Actividades de programação informática,"63990 - Outras actividades dos serviços de informação, n. e",63120 - Portais web,,Constituição,13/04/2011,1000,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"BABYBOOK, S.A.",,509822070,3,27325.71,5,"13953.88; 8654.52; 449,89; 1949.89; 2317.53",quotas,,,,,,Aumento,30/12/2013,26325.71,"Realizado em espécie (mediante a conversão de créditos) e subscrito pelos sócios Mauro Boneco com 13.203,88 , Hugo Augusto com 8.404,52 e com a entrada dos novos sócios Carlos Monteiro com 449,89 , Nelson Lima com 1.949,89 e João Barata com 2.317,53 .",,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"BABYBOOK, S.A.",,509822070,4,50000,6,"13953.88; 8654.52; 449,89; 1949.89; 2317.53; 22674.29",quotas,,,,,,Aumento,02/01/2014,22674.29,"em dinheiro pela nova sócia ""Naves ­ Sociedade de Capital de Risco, S.A.""",,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"BABYBOOK, S.A.",,509822070,5,50000,6,25016.90; 11671.85; 3071.65; 3071.65; 2167.95; 5000,quotas,,,,,,Alteração,02/01/2014,0,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"BABYBOOK, S.A.",,509822070,7,56904.76,5690476,0.01,"nominativas, tituladas ou escriturais","Concepção, desenvolvimento, implementação, formação, manutenção, alojamento e suporte de aplicações informáticas e sistemas de informação, com especial ênfase no domínio da educação. Consultoria e programação informática e actividades relacionadas. Gestão e exploração de equipamentos informáticos, Actividades de processamento de dados, domiciliação de informação e actividades relacionadas. Outras actividades de serviços de informação, n.e., Portais web",,,,,Aumento e Alteração,03/04/2014,6904.76,"numerário, subcsrito quanto a 2976,19 euros pela sócia ""Naves ­ Sociedade de Capital de Risco, S.A."" e quanto a 3.928,57 euros pela nova sócia Fundo Capital de Risco Portugal Ventures Universitas ­ NIPC 720012708, gerida por Capital Ventures ­ Sociedade de Capital de Risco, S.A., Av. Dr. Antunes Guimaãres, no 103, Porto",,N,,,,,,,,,,,,,,,,,,,,,,
"BABYBOOK, S.A.",,509822070,8,60119.05,6011905,0.01,,,,,,,Aumento,22/05/2014,3214.29,em dinheiro por uma accionista mediante a emissão de 321.429 acções de categoria B,,Y,4500000,500000,1011905,,,,,,,,,,,,,,,,,,,
"BABYBOOK, S.A.",,509822070,9,61136.91,6113691,0.01,,,,,,,Aumento,11/06/2014,1017.86,em dinheiro por uma accionista mediante a emissão de 101.786 acções de categoria B,,Y,4500000,500000,1113691,,,,,,,,,,,,,,,,,,,
"BABYBOOK, S.A.",,509822070,10,67261.91,6726191,0.01,"nominativas, tituladas ou escriturais",,,,,,Aumento e Alteração,17/07/2014,6125,numerário,,Y,4500000,500000,1726191,,,,,,,,,,,,,,,,,,,
"BABYBOOK, S.A.",,509822070,11,70000.01,7000001,0.01,"nominativas, tituladas ou escriturais",,,,,,Aumento,30/10/2014,2738.1,em dinheiro por uma accionista mediante a emissão de 273.810 acções de categoria B,,Y,4500000,500000,2000001,,,,,,,,,,,,,,,,,,,
"BABYBOOK, S.A.",,509822070,12,72738.12,7273812,0.01,"nominativas, tituladas ou escriturais",,,,,,Aumento,16/01/2015,2738.11,em dinheiro por uma accionista mediante a emissão de 273.811 acções de categoria B,,Y,4500000,500000,2273812,,,,,,,,,,,,,,,,,,,
"ALTURA PUBLISHING, S.A.",SABE Online,510253539,1,400,2,60; 340,quotas,"a produção, edição, distribuição e comércio de publicações e módulos de conhecimento electrónicos e serviços associados para o mundo empresarial e também para actividades de lazer pessoal; a criação de portais web e outras ferramentas web e electrónicas para a disseminação, distribuição e venda a empresas e particulares dos módulos de conhecimento electrónicos produzidos pela empresa ou por terceiros, e dos respectivos serviços associados; A atividade de consultadoria de apoio à formação de pessoas e empresas; serviços de promoção e marketing de empresas",58190 - Outras actividades de edição,63120 - Portais web,,,Constituição,20/04/2012,400,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"ALTURA PUBLISHING, S.A.",,510253539,3,23733,3,20060; 2486; 847,quotas,,,,,,Aumento e Alteração,05/11/2013,23333,"Realizado em dinheiro e subscrito pelo sócio JOÃO LUIS DE AGUILAR FERRO RODRIGUES no montante de 20.000,00 Euros e pelos novos sócios JCB HOLDING SGPS, LDA no montante de 2.486,00 Euros e RAQUEL FILIPE SEABRA DE SOUSA CASTELO BRANCO no montante de 847,00 Euros",,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"ALTURA PUBLISHING, S.A.",,510253539,4,23733,4,16188; 340;  6358; 847,quotas,,,,,,Alteração,05/11/2013,0,,,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"ALTURA PUBLISHING, S.A.",,510253539,5,42380,5,18647; 16188; 340;  6358; 847,quotas,,,,,,Aumento e Alteração,02/12/2013,18647,"em dinheiro e subscrito por Faber Ventures, S.A., agora admitida como sócia",,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"ALTURA PUBLISHING, S.A.",,510253539,6,50000,3,2200; 19500; 7500; 1000,quotas,,,,,,Aumento,21/05/2014,7620,"em numerário, subscrito pelos seguintes sócios: 3 353,00 euros por ""Faber Ventures, S.A."", 2 972,00 euros por João Luís de Aguilar Ferro Rodrigues, 1 142,00 euros por ""JCB Holding SGPS,Lda"" e 153,00 euros por Raquel Filipe Seabra de Sousa Castelo Branco",,N - Quotas,,,,,,,,,,,,,,,,,,,,,,
"ALTURA PUBLISHING, S.A.",,510253539,7,60087.72,6008772,0.01,"nominativas, tituladas ou escriturais",,,,,,Aumento e Alteração,11/06/2014,10087.72,"em dinheiro por dois novos sócios, ""Faber Investments,SGPS"" com a quantia de 3.508,77 e ""Fundo de Capital de Risco Portugal Ventures Valor 2"", gerido por ""Portugal Capital Ventures ­ Sociedade de Capital de Risco, S.A."", com a quantia de 6.578,95",,Y,5000000,1008772,,,,,,,,,,,,,,,,,,,,
